#ID,,Make,Model,Bodywork,Operator,Chassis ID,Registration Date,Lifespan Expiry Date,Road Tax Expiry Date ,Livery,Notes,Depot,Svc,Batch,Gearbox,EDS model,Chair model,Door model,Air Con model,Advertisement Override
1959,R,,,,,,,,,,,,,,,,,,,
1960,K,,,,,,,,,,,,,,,,,,,
1961,H,,,,,,,,,,,,,,,,,,,
1962,E,,,,,,,,,,,,,,,,,,,
1963,C,,,,,,,,,,,,,,,,,,,
1964,A,,,,,,,,,,,,,,,,,,,
1965,Y,,,,,,,,,,,,,,,,,,,
1966,U,,,,,,,,,,,,,,,,,,,
1967,S,,,,,,,,,,,,,,,,,,,
1968,P,,,,,,,,,,,,,,,,,,,
1969,L,,,,,,,,,,,,,,,,,,,
1970,G,,,,,,,,,,,,,,,,,,,
1971,D,,,,,,,,,,,,,,,,,,,
1972,B,,,,,,,,,,,,,,,,,,,
1973,Z,,,,,,,,,,,,,,,,,,,
1974,X,,,,,,,,,,,,,,,,,,,
1975,T,,,,,,,,,,,,,,,,,,,
1976,R,,,,,,,,,,,,,,,,,,,
1977,M,,,,,,,,,,,,,,,,,,,
1978,K,,,,,,,,,,,,,,,,,,,
1979,H,,,,,,,,,,,,,,,,,,,
1980,C,,,,,,,,,,,,,,,,,,,
1981,A,,,,,,,,,,,,,,,,,,,
1982,Y,,,,,,,,,,,,,,,,,,,
1983,U,,,,,,,,,,,,,,,,,,,
1984,S,,,,,,,,,,,,,,,,,,,
1985,P,,,,,,,,,,,,,,,,,,,
1986,L,,,,,,,,,,,,,,,,,,,
1987,J,,,,,,,,,,,,,,,,,,,
1988,G,,,,,,,,,,,,,,,,,,,
1989,D,,,,,,,,,,,,,,,,,,,
1990,Z,,,,,,,,,,,,,,,,,,,
1991,X,,,,,,,,,,,,,,,,,,,
1992,T,,,,,,,,,,,,,,,,,,,
1993,R,,,,,,,,,,,,,,,,,,,
1994,M,,,,,,,,,,,,,,,,,,,
1995,K,,,,,,,,,,,,,,,,,,,
1996,H,,,,,,,,,,,,,,,,,,,
1997,E,,,,,,,,,,,,,,,,,,,
1998,C,,,,,,,,,,,,,,,,,,,
1999,A,,,,,,,,,,,,,,,,,,,
2000,A,,,,,,,,,,,,,,,,,,,
2001,Y,,,,,,,,,,,,,,,,,,,
2002,U,,,,,,,,,,,,,,,,,,,
2003,S,,,,,,,,,,,,,,,,,,,
2004,P,,,,,,,,,,,,,,,,,,,
2005,L,,,,,,,,,,,,,,,,,,,
2006,J,,,,,,,,,,,,,,,,,,,
2007,G,,,,,,,,,,,,,,,,,,,
2008,D,,,,,,,,,,,,,,,,,,,
2009,B,,,,,,,,,,,,,,,,,,,
2010,X,,,,,,,,,,,,,,,,,,,
2011,T,,,,,,,,,,,,,,,,,,,
2012,R,,,,,,,,,,,,,,,,,,,
2013,M,,,,,,,,,,,,,,,,,,,
2014,K,,,,,,,,,,,,,,,,,,,
2015,H,,,,,,,,,,,,,,,,,,,
2016,E,,,,,,,,,,,,,,,,,,,
2017,C,MAN,ND323F,MAN Lion's City DD,SBS Transit,WMAA95ZZ5HF004923,30Nov2017,29Nov2034,29May2020,Land Transport Authority (LTA)'s Lush Green livery,,,,3,ZF EcoLife 6 AP 2000 B,Mobitec MobiLED,Vogelsitze System 750/3,Masats,Denso,
2018,A,,,,,,,,,,,,,,,,,,,
2019,Y,,,,,,,,,,,,,,,,,,,
2020,S,,,,,,,,,,,,,,,,,,,
2021,P,,,,,,,,,,,,,,,,,,,
2022,L,,,,,,,,,,,,,,,,,,,
2023,J,,,,,,,,,,,,,,,,,,,
2024,G,,,,,,,,,,,,,,,,,,,
2025,D,,,,,,,,,,,,,,,,,,,
2026,B,,,,,,,,,,,,,,,,,,,
2027,Z,,,,,,,,,,,,,,,,,,,
2028,X,,,,,,,,,,,,,,,,,,,
2029,T,,,,,,,,,,,,,,,,,,,
2030,M,,,,,,,,,,,,,,,,,,,
2031,K,,,,,,,,,,,,,,,,,,,
2032,H,,,,,,,,,,,,,,,,,,,
2033,E,,,,,,,,,,,,,,,,,,,
2034,C,,,,,,,,,,,,,,,,,,,
2035,A,,,,,,,,,,,,,,,,,,,
2036,Y,,,,,,,,,,,,,,,,,,,
2037,U,,,,,,,,,,,,,,,,,,,
2038,S,,,,,,,,,,,,,,,,,,,
2039,P,,,,,,,,,,,,,,,,,,,
2040,J,,,,,,,,,,,,,,,,,,,
2041,G,,,,,,,,,,,,,,,,,,,
2042,D,,,,,,,,,,,,,,,,,,,
2043,B,,,,,,,,,,,,,,,,,,,
2044,Z,,,,,,,,,,,,,,,,,,,
2045,X,,,,,,,,,,,,,,,,,,,
2046,T,,,,,,,,,,,,,,,,,,,
2047,R,,,,,,,,,,,,,,,,,,,
2048,M,,,,,,,,,,,,,,,,,,,
2049,K,,,,,,,,,,,,,,,,,,,
2050,E,,,,,,,,,,,,,,,,,,,
2051,C,,,,,,,,,,,,,,,,,,,
2052,A,,,,,,,,,,,,,,,,,,,
2053,Y,,,,,,,,,,,,,,,,,,,
2054,U,,,,,,,,,,,,,,,,,,,
2055,S,,,,,,,,,,,,,,,,,,,
2056,P,,,,,,,,,,,,,,,,,,,
2057,L,,,,,,,,,,,,,,,,,,,
2058,J,,,,,,,,,,,,,,,,,,,
2059,G,,,,,,,,,,,,,,,,,,,
2060,B,,,,,,,,,,,,,,,,,,,
2061,Z,,,,,,,,,,,,,,,,,,,
2062,X,,,,,,,,,,,,,,,,,,,
2063,T,,,,,,,,,,,,,,,,,,,
2064,R,,,,,,,,,,,,,,,,,,,
2065,M,,,,,,,,,,,,,,,,,,,
2066,K,,,,,,,,,,,,,,,,,,,
2067,H,,,,,,,,,,,,,,,,,,,
2068,E,,,,,,,,,,,,,,,,,,,
2069,C,,,,,,,,,,,,,,,,,,,
2070,Y,,,,,,,,,,,,,,,,,,,
2071,U,,,,,,,,,,,,,,,,,,,
2072,S,,,,,,,,,,,,,,,,,,,
2073,P,,,,,,,,,,,,,,,,,,,
2074,L,,,,,,,,,,,,,,,,,,,
2075,J,,,,,,,,,,,,,,,,,,,
2076,G,,,,,,,,,,,,,,,,,,,
2077,D,,,,,,,,,,,,,,,,,,,
2078,B,,,,,,,,,,,,,,,,,,,
2079,Z,,,,,,,,,,,,,,,,,,,
2080,T,,,,,,,,,,,,,,,,,,,
2081,R,,,,,,,,,,,,,,,,,,,
2082,M,,,,,,,,,,,,,,,,,,,
2083,K,,,,,,,,,,,,,,,,,,,
2084,H,,,,,,,,,,,,,,,,,,,
2085,E,,,,,,,,,,,,,,,,,,,
2086,C,,,,,,,,,,,,,,,,,,,
2087,A,,,,,,,,,,,,,,,,,,,
2088,Y,,,,,,,,,,,,,,,,,,,
2089,U,,,,,,,,,,,,,,,,,,,
2090,P,,,,,,,,,,,,,,,,,,,
2091,L,,,,,,,,,,,,,,,,,,,
2092,J,,,,,,,,,,,,,,,,,,,
2093,G,,,,,,,,,,,,,,,,,,,
2094,D,,,,,,,,,,,,,,,,,,,
2095,B,,,,,,,,,,,,,,,,,,,
2096,Z,,,,,,,,,,,,,,,,,,,
2097,X,,,,,,,,,,,,,,,,,,,
2098,T,,,,,,,,,,,,,,,,,,,
2099,R,,,,,,,,,,,,,,,,,,,
2100,U,,,,,,,,,,,,,,,,,,,
2101,S,,,,,,,,,,,,,,,,,,,
2102,P,,,,,,,,,,,,,,,,,,,
2103,L,,,,,,,,,,,,,,,,,,,
2104,J,,,,,,,,,,,,,,,,,,,
2105,G,,,,,,,,,,,,,,,,,,,
2106,D,,,,,,,,,,,,,,,,,,,
2107,B,,,,,,,,,,,,,,,,,,,
2108,Z,,,,,,,,,,,,,,,,,,,
2109,X,,,,,,,,,,,,,,,,,,,
2110,R,,,,,,,,,,,,,,,,,,,
2111,M,,,,,,,,,,,,,,,,,,,
2112,K,,,,,,,,,,,,,,,,,,,
2113,H,,,,,,,,,,,,,,,,,,,
2114,E,,,,,,,,,,,,,,,,,,,
2115,C,,,,,,,,,,,,,,,,,,,
2116,A,,,,,,,,,,,,,,,,,,,
2117,Y,,,,,,,,,,,,,,,,,,,
2118,U,,,,,,,,,,,,,,,,,,,
2119,S,,,,,,,,,,,,,,,,,,,
2120,L,,,,,,,,,,,,,,,,,,,
2121,J,,,,,,,,,,,,,,,,,,,
2122,G,,,,,,,,,,,,,,,,,,,
2123,D,,,,,,,,,,,,,,,,,,,
2124,B,,,,,,,,,,,,,,,,,,,
2125,Z,,,,,,,,,,,,,,,,,,,
2126,X,,,,,,,,,,,,,,,,,,,
2127,T,,,,,,,,,,,,,,,,,,,
2128,R,,,,,,,,,,,,,,,,,,,
2129,M,,,,,,,,,,,,,,,,,,,
2130,H,,,,,,,,,,,,,,,,,,,
2131,E,,,,,,,,,,,,,,,,,,,
2132,C,,,,,,,,,,,,,,,,,,,
2133,A,,,,,,,,,,,,,,,,,,,
2134,Y,,,,,,,,,,,,,,,,,,,
2135,U,,,,,,,,,,,,,,,,,,,
2136,S,,,,,,,,,,,,,,,,,,,
2137,P,,,,,,,,,,,,,,,,,,,
2138,L,,,,,,,,,,,,,,,,,,,
2139,J,,,,,,,,,,,,,,,,,,,
2140,D,,,,,,,,,,,,,,,,,,,
2141,B,,,,,,,,,,,,,,,,,,,
2142,Z,,,,,,,,,,,,,,,,,,,
2143,X,,,,,,,,,,,,,,,,,,,
2144,T,,,,,,,,,,,,,,,,,,,
2145,R,,,,,,,,,,,,,,,,,,,
2146,M,,,,,,,,,,,,,,,,,,,
2147,K,,,,,,,,,,,,,,,,,,,
2148,H,,,,,,,,,,,,,,,,,,,
2149,E,,,,,,,,,,,,,,,,,,,
2150,A,,,,,,,,,,,,,,,,,,,
2151,Y,,,,,,,,,,,,,,,,,,,
2152,U,,,,,,,,,,,,,,,,,,,
2153,S,,,,,,,,,,,,,,,,,,,
2154,P,,,,,,,,,,,,,,,,,,,
2155,L,,,,,,,,,,,,,,,,,,,
2156,J,,,,,,,,,,,,,,,,,,,
2157,G,,,,,,,,,,,,,,,,,,,
2158,D,,,,,,,,,,,,,,,,,,,
2159,B,,,,,,,,,,,,,,,,,,,
2160,X,,,,,,,,,,,,,,,,,,,
2161,T,,,,,,,,,,,,,,,,,,,
2162,R,,,,,,,,,,,,,,,,,,,
2163,M,,,,,,,,,,,,,,,,,,,
2164,K,,,,,,,,,,,,,,,,,,,
2165,H,,,,,,,,,,,,,,,,,,,
2166,E,,,,,,,,,,,,,,,,,,,
2167,C,,,,,,,,,,,,,,,,,,,
2168,A,,,,,,,,,,,,,,,,,,,
2169,Y,,,,,,,,,,,,,,,,,,,
2170,S,,,,,,,,,,,,,,,,,,,
2171,P,,,,,,,,,,,,,,,,,,,
2172,L,,,,,,,,,,,,,,,,,,,
2173,J,,,,,,,,,,,,,,,,,,,
2174,G,,,,,,,,,,,,,,,,,,,
2175,D,,,,,,,,,,,,,,,,,,,
2176,B,,,,,,,,,,,,,,,,,,,
2177,Z,,,,,,,,,,,,,,,,,,,
2178,X,,,,,,,,,,,,,,,,,,,
2179,T,,,,,,,,,,,,,,,,,,,
2180,M,,,,,,,,,,,,,,,,,,,
2181,K,,,,,,,,,,,,,,,,,,,
2182,H,,,,,,,,,,,,,,,,,,,
2183,E,,,,,,,,,,,,,,,,,,,
2184,C,,,,,,,,,,,,,,,,,,,
2185,A,,,,,,,,,,,,,,,,,,,
2186,Y,,,,,,,,,,,,,,,,,,,
2187,U,,,,,,,,,,,,,,,,,,,
2188,S,,,,,,,,,,,,,,,,,,,
2189,P,,,,,,,,,,,,,,,,,,,
2190,J,,,,,,,,,,,,,,,,,,,
2191,G,,,,,,,,,,,,,,,,,,,
2192,D,,,,,,,,,,,,,,,,,,,
2193,B,,,,,,,,,,,,,,,,,,,
2194,Z,,,,,,,,,,,,,,,,,,,
2195,X,,,,,,,,,,,,,,,,,,,
2196,T,,,,,,,,,,,,,,,,,,,
2197,R,,,,,,,,,,,,,,,,,,,
2198,M,,,,,,,,,,,,,,,,,,,
2199,K,,,,,,,,,,,,,,,,,,,
2200,P,,,,,,,,,,,,,,,,,,,
2201,L,,,,,,,,,,,,,,,,,,,
2202,J,,,,,,,,,,,,,,,,,,,
2203,G,,,,,,,,,,,,,,,,,,,
2204,D,,,,,,,,,,,,,,,,,,,
2205,B,,,,,,,,,,,,,,,,,,,
2206,Z,,,,,,,,,,,,,,,,,,,
2207,X,,,,,,,,,,,,,,,,,,,
2208,T,,,,,,,,,,,,,,,,,,,
2209,R,,,,,,,,,,,,,,,,,,,
2210,K,,,,,,,,,,,,,,,,,,,
2211,H,,,,,,,,,,,,,,,,,,,
2212,E,,,,,,,,,,,,,,,,,,,
2213,C,,,,,,,,,,,,,,,,,,,
2214,A,,,,,,,,,,,,,,,,,,,
2215,Y,,,,,,,,,,,,,,,,,,,
2216,U,,,,,,,,,,,,,,,,,,,
2217,S,,,,,,,,,,,,,,,,,,,
2218,P,,,,,,,,,,,,,,,,,,,
2219,L,,,,,,,,,,,,,,,,,,,
2220,G,,,,,,,,,,,,,,,,,,,
2221,D,,,,,,,,,,,,,,,,,,,
2222,B,,,,,,,,,,,,,,,,,,,
2223,Z,,,,,,,,,,,,,,,,,,,
2224,X,,,,,,,,,,,,,,,,,,,
2225,T,,,,,,,,,,,,,,,,,,,
2226,R,,,,,,,,,,,,,,,,,,,
2227,M,,,,,,,,,,,,,,,,,,,
2228,K,,,,,,,,,,,,,,,,,,,
2229,H,,,,,,,,,,,,,,,,,,,
2230,C,,,,,,,,,,,,,,,,,,,
2231,A,,,,,,,,,,,,,,,,,,,
2232,Y,,,,,,,,,,,,,,,,,,,
2233,U,,,,,,,,,,,,,,,,,,,
2234,S,,,,,,,,,,,,,,,,,,,
2235,P,,,,,,,,,,,,,,,,,,,
2236,L,,,,,,,,,,,,,,,,,,,
2237,J,,,,,,,,,,,,,,,,,,,
2238,G,,,,,,,,,,,,,,,,,,,
2239,D,,,,,,,,,,,,,,,,,,,
2240,Z,,,,,,,,,,,,,,,,,,,
2241,X,,,,,,,,,,,,,,,,,,,
2242,T,,,,,,,,,,,,,,,,,,,
2243,R,,,,,,,,,,,,,,,,,,,
2244,M,,,,,,,,,,,,,,,,,,,
2245,K,,,,,,,,,,,,,,,,,,,
2246,H,,,,,,,,,,,,,,,,,,,
2247,E,,,,,,,,,,,,,,,,,,,
2248,C,,,,,,,,,,,,,,,,,,,
2249,A,,,,,,,,,,,,,,,,,,,
2250,U,,,,,,,,,,,,,,,,,,,
2251,S,,,,,,,,,,,,,,,,,,,
2252,P,,,,,,,,,,,,,,,,,,,
2253,L,,,,,,,,,,,,,,,,,,,
2254,J,,,,,,,,,,,,,,,,,,,
2255,G,,,,,,,,,,,,,,,,,,,
2256,D,,,,,,,,,,,,,,,,,,,
2257,B,,,,,,,,,,,,,,,,,,,
2258,Z,,,,,,,,,,,,,,,,,,,
2259,X,,,,,,,,,,,,,,,,,,,
2260,R,,,,,,,,,,,,,,,,,,,
2261,M,,,,,,,,,,,,,,,,,,,
2262,K,,,,,,,,,,,,,,,,,,,
2263,H,,,,,,,,,,,,,,,,,,,
2264,E,,,,,,,,,,,,,,,,,,,
2265,C,,,,,,,,,,,,,,,,,,,
2266,A,,,,,,,,,,,,,,,,,,,
2267,Y,,,,,,,,,,,,,,,,,,,
2268,U,,,,,,,,,,,,,,,,,,,
2269,S,,,,,,,,,,,,,,,,,,,
2270,L,,,,,,,,,,,,,,,,,,,
2271,J,,,,,,,,,,,,,,,,,,,
2272,G,,,,,,,,,,,,,,,,,,,
2273,D,,,,,,,,,,,,,,,,,,,
2274,B,,,,,,,,,,,,,,,,,,,
2275,Z,,,,,,,,,,,,,,,,,,,
2276,X,,,,,,,,,,,,,,,,,,,
2277,T,,,,,,,,,,,,,,,,,,,
2278,R,,,,,,,,,,,,,,,,,,,
2279,M,,,,,,,,,,,,,,,,,,,
2280,H,,,,,,,,,,,,,,,,,,,
2281,E,,,,,,,,,,,,,,,,,,,
2282,C,,,,,,,,,,,,,,,,,,,
2283,A,,,,,,,,,,,,,,,,,,,
2284,Y,,,,,,,,,,,,,,,,,,,
2285,U,,,,,,,,,,,,,,,,,,,
2286,S,,,,,,,,,,,,,,,,,,,
2287,P,,,,,,,,,,,,,,,,,,,
2288,L,,,,,,,,,,,,,,,,,,,
2289,J,,,,,,,,,,,,,,,,,,,
2290,D,,,,,,,,,,,,,,,,,,,
2291,B,,,,,,,,,,,,,,,,,,,
2292,Z,,,,,,,,,,,,,,,,,,,
2293,X,,,,,,,,,,,,,,,,,,,
2294,T,,,,,,,,,,,,,,,,,,,
2295,R,,,,,,,,,,,,,,,,,,,
2296,M,,,,,,,,,,,,,,,,,,,
2297,K,,,,,,,,,,,,,,,,,,,
2298,H,,,,,,,,,,,,,,,,,,,
2299,E,,,,,,,,,,,,,,,,,,,
2300,J,,,,,,,,,,,,,,,,,,,
2301,G,,,,,,,,,,,,,,,,,,,
2302,D,,,,,,,,,,,,,,,,,,,
2303,B,,,,,,,,,,,,,,,,,,,
2304,Z,,,,,,,,,,,,,,,,,,,
2305,X,,,,,,,,,,,,,,,,,,,
2306,T,,,,,,,,,,,,,,,,,,,
2307,R,,,,,,,,,,,,,,,,,,,
2308,M,,,,,,,,,,,,,,,,,,,
2309,K,,,,,,,,,,,,,,,,,,,
2310,E,,,,,,,,,,,,,,,,,,,
2311,C,,,,,,,,,,,,,,,,,,,
2312,A,,,,,,,,,,,,,,,,,,,
2313,Y,,,,,,,,,,,,,,,,,,,
2314,U,,,,,,,,,,,,,,,,,,,
2315,S,,,,,,,,,,,,,,,,,,,
2316,P,,,,,,,,,,,,,,,,,,,
2317,L,,,,,,,,,,,,,,,,,,,
2318,J,,,,,,,,,,,,,,,,,,,
2319,G,,,,,,,,,,,,,,,,,,,
2320,B,,,,,,,,,,,,,,,,,,,
2321,Z,,,,,,,,,,,,,,,,,,,
2322,X,,,,,,,,,,,,,,,,,,,
2323,T,,,,,,,,,,,,,,,,,,,
2324,R,,,,,,,,,,,,,,,,,,,
2325,M,,,,,,,,,,,,,,,,,,,
2326,K,,,,,,,,,,,,,,,,,,,
2327,H,,,,,,,,,,,,,,,,,,,
2328,E,,,,,,,,,,,,,,,,,,,
2329,C,,,,,,,,,,,,,,,,,,,
2330,Y,,,,,,,,,,,,,,,,,,,
2331,U,,,,,,,,,,,,,,,,,,,
2332,S,,,,,,,,,,,,,,,,,,,
2333,P,,,,,,,,,,,,,,,,,,,
2334,L,,,,,,,,,,,,,,,,,,,
2335,J,,,,,,,,,,,,,,,,,,,
2336,G,,,,,,,,,,,,,,,,,,,
2337,D,,,,,,,,,,,,,,,,,,,
2338,B,,,,,,,,,,,,,,,,,,,
2339,Z,,,,,,,,,,,,,,,,,,,
2340,T,,,,,,,,,,,,,,,,,,,
2341,R,,,,,,,,,,,,,,,,,,,
2342,M,,,,,,,,,,,,,,,,,,,
2343,K,,,,,,,,,,,,,,,,,,,
2344,H,,,,,,,,,,,,,,,,,,,
2345,E,,,,,,,,,,,,,,,,,,,
2346,C,,,,,,,,,,,,,,,,,,,
2347,A,,,,,,,,,,,,,,,,,,,
2348,Y,,,,,,,,,,,,,,,,,,,
2349,U,,,,,,,,,,,,,,,,,,,
2350,P,,,,,,,,,,,,,,,,,,,
2351,L,,,,,,,,,,,,,,,,,,,
2352,J,,,,,,,,,,,,,,,,,,,
2353,G,,,,,,,,,,,,,,,,,,,
2354,D,,,,,,,,,,,,,,,,,,,
2355,B,,,,,,,,,,,,,,,,,,,
2356,Z,,,,,,,,,,,,,,,,,,,
2357,X,,,,,,,,,,,,,,,,,,,
2358,T,,,,,,,,,,,,,,,,,,,
2359,R,,,,,,,,,,,,,,,,,,,
2360,K,,,,,,,,,,,,,,,,,,,
2361,H,,,,,,,,,,,,,,,,,,,
2362,E,,,,,,,,,,,,,,,,,,,
2363,C,,,,,,,,,,,,,,,,,,,
2364,A,,,,,,,,,,,,,,,,,,,
2365,Y,,,,,,,,,,,,,,,,,,,
2366,U,,,,,,,,,,,,,,,,,,,
2367,S,,,,,,,,,,,,,,,,,,,
2368,P,,,,,,,,,,,,,,,,,,,
2369,L,,,,,,,,,,,,,,,,,,,
2370,G,,,,,,,,,,,,,,,,,,,
2371,D,,,,,,,,,,,,,,,,,,,
2372,B,,,,,,,,,,,,,,,,,,,
2373,Z,,,,,,,,,,,,,,,,,,,
2374,X,,,,,,,,,,,,,,,,,,,
2375,T,,,,,,,,,,,,,,,,,,,
2376,R,,,,,,,,,,,,,,,,,,,
2377,M,,,,,,,,,,,,,,,,,,,
2378,K,,,,,,,,,,,,,,,,,,,
2379,H,,,,,,,,,,,,,,,,,,,
2380,C,,,,,,,,,,,,,,,,,,,
2381,A,,,,,,,,,,,,,,,,,,,
2382,Y,,,,,,,,,,,,,,,,,,,
2383,U,,,,,,,,,,,,,,,,,,,
2384,S,,,,,,,,,,,,,,,,,,,
2385,P,,,,,,,,,,,,,,,,,,,
2386,L,,,,,,,,,,,,,,,,,,,
2387,J,,,,,,,,,,,,,,,,,,,
2388,G,,,,,,,,,,,,,,,,,,,
2389,D,,,,,,,,,,,,,,,,,,,
2390,Z,,,,,,,,,,,,,,,,,,,
2391,X,,,,,,,,,,,,,,,,,,,
2392,T,,,,,,,,,,,,,,,,,,,
2393,R,,,,,,,,,,,,,,,,,,,
2394,M,,,,,,,,,,,,,,,,,,,
2395,K,,,,,,,,,,,,,,,,,,,
2396,H,,,,,,,,,,,,,,,,,,,
2397,E,,,,,,,,,,,,,,,,,,,
2398,C,,,,,,,,,,,,,,,,,,,
2399,A,,,,,,,,,,,,,,,,,,,
2400,D,,,,,,,,,,,,,,,,,,,
2401,B,,,,,,,,,,,,,,,,,,,
2402,Z,,,,,,,,,,,,,,,,,,,
2403,X,,,,,,,,,,,,,,,,,,,
2404,T,,,,,,,,,,,,,,,,,,,
2405,R,,,,,,,,,,,,,,,,,,,
2406,M,,,,,,,,,,,,,,,,,,,
2407,K,,,,,,,,,,,,,,,,,,,
2408,H,,,,,,,,,,,,,,,,,,,
2409,E,,,,,,,,,,,,,,,,,,,
2410,A,,,,,,,,,,,,,,,,,,,
2411,Y,,,,,,,,,,,,,,,,,,,
2412,U,,,,,,,,,,,,,,,,,,,
2413,S,,,,,,,,,,,,,,,,,,,
2414,P,,,,,,,,,,,,,,,,,,,
2415,L,,,,,,,,,,,,,,,,,,,
2416,J,,,,,,,,,,,,,,,,,,,
2417,G,,,,,,,,,,,,,,,,,,,
2418,D,,,,,,,,,,,,,,,,,,,
2419,B,,,,,,,,,,,,,,,,,,,
2420,X,,,,,,,,,,,,,,,,,,,
2421,T,,,,,,,,,,,,,,,,,,,
2422,R,,,,,,,,,,,,,,,,,,,
2423,M,,,,,,,,,,,,,,,,,,,
2424,K,,,,,,,,,,,,,,,,,,,
2425,H,,,,,,,,,,,,,,,,,,,
2426,E,,,,,,,,,,,,,,,,,,,
2427,C,,,,,,,,,,,,,,,,,,,
2428,A,,,,,,,,,,,,,,,,,,,
2429,Y,,,,,,,,,,,,,,,,,,,
2430,S,,,,,,,,,,,,,,,,,,,
2431,P,,,,,,,,,,,,,,,,,,,
2432,L,,,,,,,,,,,,,,,,,,,
2433,J,,,,,,,,,,,,,,,,,,,
2434,G,,,,,,,,,,,,,,,,,,,
2435,D,,,,,,,,,,,,,,,,,,,
2436,B,,,,,,,,,,,,,,,,,,,
2437,Z,,,,,,,,,,,,,,,,,,,
2438,X,,,,,,,,,,,,,,,,,,,
2439,T,,,,,,,,,,,,,,,,,,,
2440,M,,,,,,,,,,,,,,,,,,,
2441,K,,,,,,,,,,,,,,,,,,,
2442,H,,,,,,,,,,,,,,,,,,,
2443,E,,,,,,,,,,,,,,,,,,,
2444,C,,,,,,,,,,,,,,,,,,,
2445,A,,,,,,,,,,,,,,,,,,,
2446,Y,,,,,,,,,,,,,,,,,,,
2447,U,,,,,,,,,,,,,,,,,,,
2448,S,,,,,,,,,,,,,,,,,,,
2449,P,,,,,,,,,,,,,,,,,,,
2450,J,,,,,,,,,,,,,,,,,,,
2451,G,,,,,,,,,,,,,,,,,,,
2452,D,,,,,,,,,,,,,,,,,,,
2453,B,,,,,,,,,,,,,,,,,,,
2454,Z,,,,,,,,,,,,,,,,,,,
2455,X,,,,,,,,,,,,,,,,,,,
2456,T,,,,,,,,,,,,,,,,,,,
2457,R,,,,,,,,,,,,,,,,,,,
2458,M,,,,,,,,,,,,,,,,,,,
2459,K,,,,,,,,,,,,,,,,,,,
2460,E,,,,,,,,,,,,,,,,,,,
2461,C,,,,,,,,,,,,,,,,,,,
2462,A,,,,,,,,,,,,,,,,,,,
2463,Y,,,,,,,,,,,,,,,,,,,
2464,U,,,,,,,,,,,,,,,,,,,
2465,S,,,,,,,,,,,,,,,,,,,
2466,P,,,,,,,,,,,,,,,,,,,
2467,L,,,,,,,,,,,,,,,,,,,
2468,J,,,,,,,,,,,,,,,,,,,
2469,G,,,,,,,,,,,,,,,,,,,
2470,B,,,,,,,,,,,,,,,,,,,
2471,Z,,,,,,,,,,,,,,,,,,,
2472,X,,,,,,,,,,,,,,,,,,,
2473,T,,,,,,,,,,,,,,,,,,,
2474,R,,,,,,,,,,,,,,,,,,,
2475,M,,,,,,,,,,,,,,,,,,,
2476,K,,,,,,,,,,,,,,,,,,,
2477,H,,,,,,,,,,,,,,,,,,,
2478,E,,,,,,,,,,,,,,,,,,,
2479,C,,,,,,,,,,,,,,,,,,,
2480,Y,,,,,,,,,,,,,,,,,,,
2481,U,,,,,,,,,,,,,,,,,,,
2482,S,,,,,,,,,,,,,,,,,,,
2483,P,,,,,,,,,,,,,,,,,,,
2484,L,,,,,,,,,,,,,,,,,,,
2485,J,,,,,,,,,,,,,,,,,,,
2486,G,,,,,,,,,,,,,,,,,,,
2487,D,,,,,,,,,,,,,,,,,,,
2488,B,,,,,,,,,,,,,,,,,,,
2489,Z,,,,,,,,,,,,,,,,,,,
2490,T,,,,,,,,,,,,,,,,,,,
2491,R,,,,,,,,,,,,,,,,,,,
2492,M,,,,,,,,,,,,,,,,,,,
2493,K,,,,,,,,,,,,,,,,,,,
2494,H,,,,,,,,,,,,,,,,,,,
2495,E,,,,,,,,,,,,,,,,,,,
2496,C,,,,,,,,,,,,,,,,,,,
2497,A,,,,,,,,,,,,,,,,,,,
2498,Y,,,,,,,,,,,,,,,,,,,
2499,U,,,,,,,,,,,,,,,,,,,
2500,Z,,,,,,,,,,,,,,,,,,,
2501,X,,,,,,,,,,,,,,,,,,,
2502,T,,,,,,,,,,,,,,,,,,,
2503,R,,,,,,,,,,,,,,,,,,,
2504,M,,,,,,,,,,,,,,,,,,,
2505,K,,,,,,,,,,,,,,,,,,,
2506,H,,,,,,,,,,,,,,,,,,,
2507,E,,,,,,,,,,,,,,,,,,,
2508,C,,,,,,,,,,,,,,,,,,,
2509,A,,,,,,,,,,,,,,,,,,,
2510,U,,,,,,,,,,,,,,,,,,,
2511,S,,,,,,,,,,,,,,,,,,,
2512,P,,,,,,,,,,,,,,,,,,,
2513,L,,,,,,,,,,,,,,,,,,,
2514,J,,,,,,,,,,,,,,,,,,,
2515,G,,,,,,,,,,,,,,,,,,,
2516,D,,,,,,,,,,,,,,,,,,,
2517,B,,,,,,,,,,,,,,,,,,,
2518,Z,,,,,,,,,,,,,,,,,,,
2519,X,,,,,,,,,,,,,,,,,,,
2520,R,,,,,,,,,,,,,,,,,,,
2521,M,,,,,,,,,,,,,,,,,,,
2522,K,,,,,,,,,,,,,,,,,,,
2523,H,,,,,,,,,,,,,,,,,,,
2524,E,,,,,,,,,,,,,,,,,,,
2525,C,,,,,,,,,,,,,,,,,,,
2526,A,,,,,,,,,,,,,,,,,,,
2527,Y,,,,,,,,,,,,,,,,,,,
2528,U,,,,,,,,,,,,,,,,,,,
2529,S,,,,,,,,,,,,,,,,,,,
